Dataset,Tweet Id,Tweet Author,Tweet Date,Tweet Seed Index,Tweet Content,Tweet Event Relevance Score,Number of Relevant Mentions,Overall Sentiment-Intensity,Relevant Mention,Relevant Mention Score,Positive Sentiment,Negative Sentiment,Neutral Sentiment,High Intensity,Low Intensity,Medium Intensity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23997,@MAbualzait,2014-05-06,whaling_206,Japanese whaling group intends to resume its hunts - #News #اندرويد #androidDev #android... http://t.co/o4hH9eHlqj #Environment #news,1.00,3,0,hunts,0.3,0,0.7071067812,0.7071067812,0.1825741858,0.9128709292,0.3651483717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23996,@elisabeth_roger,2014-05-06,whaling_205,Denounce Japan for Whale Slaughter - ForceChange http://t.co/m13yyDF8X5,1.00,4,1,,,0.1400280084,0.9801960588,0.1400280084,0.3713906764,0.5570860145,0.7427813527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23996,@elisabeth_roger,2014-05-06,whaling_205,Denounce Japan for Whale Slaughter - ForceChange http://t.co/m13yyDF8X5,1.00,4,0,Whale Slaughter,0.77,0,0.9615239476,0.2747211279,0.3713906764,0.5570860145,0.7427813527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23996,@elisabeth_roger,2014-05-06,whaling_205,Denounce Japan for Whale Slaughter - ForceChange http://t.co/m13yyDF8X5,1.00,4,0,Japan for Whale Slaughter,0.26,0.1561737619,0.9370425713,0.3123475238,0.3481553119,0.8703882798,0.3481553119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23996,@elisabeth_roger,2014-05-06,whaling_205,Denounce Japan for Whale Slaughter - ForceChange http://t.co/m13yyDF8X5,1.00,4,0,Denounce Japan for Whale Slaughter,0.26,0.3123475238,0.9370425713,0.1561737619,0.3481553119,0.3481553119,0.8703882798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23996,@elisabeth_roger,2014-05-06,whaling_205,Denounce Japan for Whale Slaughter - ForceChange http://t.co/m13yyDF8X5,1.00,4,0,Japan,0.52,0.1561737619,0.3123475238,0.9370425713,0.1690308509,0.8451542547,0.5070925528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23995,@ALJambor,2014-05-06,whaling_204,"A whaling we will go - July 24, 2014 #newrelease #amwriting http://t.co/7965m6mOWl",1.00,2,1,,,0.4850712501,0.4850712501,0.7276068751,0,0.9284766909,0.3713906764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23995,@ALJambor,2014-05-06,whaling_204,"A whaling we will go - July 24, 2014 #newrelease #amwriting http://t.co/7965m6mOWl",1.00,2,0,whaling,0.93,0.6882472016,0.2294157339,0.6882472016,0.1643989873,0.9863939238,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23995,@ALJambor,2014-05-06,whaling_204,"A whaling we will go - July 24, 2014 #newrelease #amwriting http://t.co/7965m6mOWl",1.00,2,0,A whaling we will go,0.37,0.2294157339,0.6882472016,0.6882472016,0,0.8,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23993,@1WildlifeNews,2014-05-06,whaling_202,European campaign warns seafood expo: 'don't support whale ... - http://t.co/3QZ0RsElPI #Fisheries #Whales #Whaling #Marine,1.00,4,1,,,0.6172133998,0.15430335,0.7715167498,0,0.7071067812,0.7071067812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23993,@1WildlifeNews,2014-05-06,whaling_202,European campaign warns seafood expo: 'don't support whale ... - http://t.co/3QZ0RsElPI #Fisheries #Whales #Whaling #Marine,1.00,4,0,#Whaling,0.77,0.1474419562,0.4423258685,0.8846517369,0,0.91914503,0.3939192986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23993,@1WildlifeNews,2014-05-06,whaling_202,European campaign warns seafood expo: 'don't support whale ... - http://t.co/3QZ0RsElPI #Fisheries #Whales #Whaling #Marine,1.00,4,0,'don't support whale,0.26,0.3244428423,0.4866642634,0.8111071057,0,0.91914503,0.3939192986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23993,@1WildlifeNews,2014-05-06,whaling_202,European campaign warns seafood expo: 'don't support whale ... - http://t.co/3QZ0RsElPI #Fisheries #Whales #Whaling #Marine,1.00,4,0,whale,0.52,0.242535625,0,0.9701425001,0,0.91914503,0.3939192986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23993,@1WildlifeNews,2014-05-06,whaling_202,European campaign warns seafood expo: 'don't support whale ... - http://t.co/3QZ0RsElPI #Fisheries #Whales #Whaling #Marine,1.00,4,0,#Fisheries #Whales #Whaling,0.26,0.1104315261,0,0.9938837347,0,0.91914503,0.3939192986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23819,@badassday,2014-04-29,whaling_20,"Oh the wonderful Japanese - refusing to compensate the surviving handful of their forced sex slaves, whaling, & irradiating the Pacific.",1.00,5,1,,,0,1,0,0.7276068751,0.4850712501,0.4850712501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23819,@badassday,2014-04-29,whaling_20,"Oh the wonderful Japanese - refusing to compensate the surviving handful of their forced sex slaves, whaling, & irradiating the Pacific.",1.00,5,0,Japanese,0.63,0,0.3713906764,0.9284766909,0.2182178902,0.8728715609,0.4364357805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23819,@badassday,2014-04-29,whaling_20,"Oh the wonderful Japanese - refusing to compensate the surviving handful of their forced sex slaves, whaling, & irradiating the Pacific.",1.00,5,0,"whaling,",0.75,0,0.6,0.8,0.2182178902,0.8728715609,0.4364357805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23819,@badassday,2014-04-29,whaling_20,"Oh the wonderful Japanese - refusing to compensate the surviving handful of their forced sex slaves, whaling, & irradiating the Pacific.",1.00,5,0,wonderful Japanese,0.13,0.7276068751,0.4850712501,0.4850712501,0.4850712501,0.7276068751,0.4850712501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23819,@badassday,2014-04-29,whaling_20,"Oh the wonderful Japanese - refusing to compensate the surviving handful of their forced sex slaves, whaling, & irradiating the Pacific.",1.00,5,0,refusing,0.13,0,0.9284766909,0.3713906764,0,0.6,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23819,@badassday,2014-04-29,whaling_20,"Oh the wonderful Japanese - refusing to compensate the surviving handful of their forced sex slaves, whaling, & irradiating the Pacific.",1.00,5,0,Pacific_$_,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23990,@DaveBlyehf,2014-05-06,whaling_199,Japan Ordered to End Whaling as Hunt Is Not Science - Bloomberg,1.00,8,1,,,0.5570860145,0.7427813527,0.3713906764,0.3713906764,0.7427813527,0.5570860145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23990,@DaveBlyehf,2014-05-06,whaling_199,Japan Ordered to End Whaling as Hunt Is Not Science - Bloomberg,1.00,8,0,Japan Ordered,0.24,0.1690308509,0.5070925528,0.8451542547,0.1690308509,0.8451542547,0.5070925528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23990,@DaveBlyehf,2014-05-06,whaling_199,Japan Ordered to End Whaling as Hunt Is Not Science - Bloomberg,1.00,8,0,End Whaling,0.24,0.7427813527,0.3713906764,0.5570860145,0.1690308509,0.8451542547,0.5070925528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23990,@DaveBlyehf,2014-05-06,whaling_199,Japan Ordered to End Whaling as Hunt Is Not Science - Bloomberg,1.00,8,0,Hunt,0.24,0,0.4472135955,0.894427191,0,0.9615239476,0.2747211279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23990,@DaveBlyehf,2014-05-06,whaling_199,Japan Ordered to End Whaling as Hunt Is Not Science - Bloomberg,1.00,8,0,Japan,0.49,0,0,1,0,0.9922778767,0.1240347346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23990,@DaveBlyehf,2014-05-06,whaling_199,Japan Ordered to End Whaling as Hunt Is Not Science - Bloomberg,1.00,8,0,Whaling,0.49,0.1400280084,0.1400280084,0.9801960588,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23990,@DaveBlyehf,2014-05-06,whaling_199,Japan Ordered to End Whaling as Hunt Is Not Science - Bloomberg,1.00,8,0,Japan Ordered to End Whaling as Hunt Is Not Science,0.49,0.5570860145,0.7427813527,0.3713906764,0.174077656,0.6963106238,0.6963106238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23990,@DaveBlyehf,2014-05-06,whaling_199,Japan Ordered to End Whaling as Hunt Is Not Science - Bloomberg,1.00,8,0,End Whaling as Hunt,0.24,0.1561737619,0.3123475238,0.9370425713,0,0.894427191,0.4472135955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23990,@DaveBlyehf,2014-05-06,whaling_199,Japan Ordered to End Whaling as Hunt Is Not Science - Bloomberg,1.00,8,0,Japan Ordered to End Whaling,0.24,0.5570860145,0.7427813527,0.3713906764,0.1690308509,0.5070925528,0.8451542547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23818,@Yushin_Maru_No1,2014-04-29,whaling_19,Article - Why we should allow whaling. http://t.co/Ld2QNsr4No  #Tweet4Taiji #ShutTaijiDown #tweet4dolphins #opkillingbay #seashepherd,1.00,4,1,,,0.6246950476,0,0.7808688094,0,0.9922778767,0.1240347346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23818,@Yushin_Maru_No1,2014-04-29,whaling_19,Article - Why we should allow whaling. http://t.co/Ld2QNsr4No  #Tweet4Taiji #ShutTaijiDown #tweet4dolphins #opkillingbay #seashepherd,1.00,4,0,#tweet4dolphins,0.69,0.2747211279,0,0.9615239476,0.1240347346,0.9922778767,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23818,@Yushin_Maru_No1,2014-04-29,whaling_19,Article - Why we should allow whaling. http://t.co/Ld2QNsr4No  #Tweet4Taiji #ShutTaijiDown #tweet4dolphins #opkillingbay #seashepherd,1.00,4,0,whaling_$_,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23818,@Yushin_Maru_No1,2014-04-29,whaling_19,Article - Why we should allow whaling. http://t.co/Ld2QNsr4No  #Tweet4Taiji #ShutTaijiDown #tweet4dolphins #opkillingbay #seashepherd,1.00,4,0,#Tweet4Taiji #ShutTaijiDown #tweet4dolphins #opkillingbay #seashepherd,0.17,0.5570860145,0.3713906764,0.7427813527,0,0.7808688094,0.6246950476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23818,@Yushin_Maru_No1,2014-04-29,whaling_19,Article - Why we should allow whaling. http://t.co/Ld2QNsr4No  #Tweet4Taiji #ShutTaijiDown #tweet4dolphins #opkillingbay #seashepherd,1.00,4,0,we should allow whaling_$_,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23975,@jgordonshare,2014-05-05,whaling_184,Whaling on Tegmark - woit's review. http://t.co/sEBZkCZDGI Bordering on ad hominem.,1.00,2,1,,,0,0.2747211279,0.9615239476,0,0.9615239476,0.2747211279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23975,@jgordonshare,2014-05-05,whaling_184,Whaling on Tegmark - woit's review. http://t.co/sEBZkCZDGI Bordering on ad hominem.,1.00,2,0,Whaling on Tegmark,0.71,0,0.2747211279,0.9615239476,0,0.9615239476,0.2747211279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23975,@jgordonshare,2014-05-05,whaling_184,Whaling on Tegmark - woit's review. http://t.co/sEBZkCZDGI Bordering on ad hominem.,1.00,2,0,Whaling,0.71,0,0.2747211279,0.9615239476,0,0.9615239476,0.2747211279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23974,@katrinataylor17,2014-05-05,whaling_183,Denounce Japan for Whale Slaughter - ForceChange http://t.co/tNDLYnOSbf,1.00,5,1,,,0.4472135955,0.894427191,0,0,0.6246950476,0.7808688094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23974,@katrinataylor17,2014-05-05,whaling_183,Denounce Japan for Whale Slaughter - ForceChange http://t.co/tNDLYnOSbf,1.00,5,0,Whale Slaughter,0.49,0,0.9922778767,0.1240347346,0,0.7808688094,0.6246950476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23974,@katrinataylor17,2014-05-05,whaling_183,Denounce Japan for Whale Slaughter - ForceChange http://t.co/tNDLYnOSbf,1.00,5,0,Japan,0.82,0.3481553119,0.3481553119,0.8703882798,0.1690308509,0.8451542547,0.5070925528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23974,@katrinataylor17,2014-05-05,whaling_183,Denounce Japan for Whale Slaughter - ForceChange http://t.co/tNDLYnOSbf,1.00,5,0,Whale,0.16,0.1690308509,0.5070925528,0.8451542547,0,0.9615239476,0.2747211279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23974,@katrinataylor17,2014-05-05,whaling_183,Denounce Japan for Whale Slaughter - ForceChange http://t.co/tNDLYnOSbf,1.00,5,0,Denounce Japan for Whale Slaughter,0.16,0.4472135955,0.894427191,0,0,0.7808688094,0.6246950476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23974,@katrinataylor17,2014-05-05,whaling_183,Denounce Japan for Whale Slaughter - ForceChange http://t.co/tNDLYnOSbf,1.00,5,0,Japan for Whale Slaughter,0.16,0.1240347346,0.9922778767,0,0,0.9615239476,0.2747211279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23973,@KodiakLady,2014-05-05,whaling_182,Denounce Japan for Whale Slaughter - ForceChange http://t.co/jbZQzTaR8u,1.00,6,1,,,0.5345224838,0.8017837257,0.2672612419,0.2357022604,0.2357022604,0.9428090416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23973,@KodiakLady,2014-05-05,whaling_182,Denounce Japan for Whale Slaughter - ForceChange http://t.co/jbZQzTaR8u,1.00,6,0,Denounce Japan,0.21,0,0.894427191,0.4472135955,0,0.9805806757,0.1961161351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23973,@KodiakLady,2014-05-05,whaling_182,Denounce Japan for Whale Slaughter - ForceChange http://t.co/jbZQzTaR8u,1.00,6,0,Whale Slaughter,0.42,0,0.9805806757,0.1961161351,0.2672612419,0.5345224838,0.8017837257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23973,@KodiakLady,2014-05-05,whaling_182,Denounce Japan for Whale Slaughter - ForceChange http://t.co/jbZQzTaR8u,1.00,6,0,Japan,0.42,0,0,1,0,0.9805806757,0.1961161351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23973,@KodiakLady,2014-05-05,whaling_182,Denounce Japan for Whale Slaughter - ForceChange http://t.co/jbZQzTaR8u,1.00,6,0,Denounce Japan for Whale Slaughter,0.63,0.2357022604,0.9428090416,0.2357022604,0.2672612419,0.5345224838,0.8017837257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23973,@KodiakLady,2014-05-05,whaling_182,Denounce Japan for Whale Slaughter - ForceChange http://t.co/jbZQzTaR8u,1.00,6,0,Whale,0.42,0.2357022604,0.2357022604,0.9428090416,0,0.894427191,0.4472135955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS2,23973,@KodiakLady,2014-05-05,whaling_182,Denounce Japan for Whale Slaughter - ForceChange http://t.co/jbZQzTaR8u,1.00,6,0,Japan for Whale Slaughter,0.21,0,0.894427191,0.4472135955,0,0.4472135955,0.894427191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
